 # energy[eV], Re[alpha](x,y,z), Im[alpha](x,y,z), S(x,y,z)
  0.29000E+00  0.87024165E-04 -0.10302535E-02  0.35099136E+01  0.24116472E-05 -0.28550933E-04  0.73962742E-01  0.40577086E-08 -0.48038274E-07  0.12444576E-03
  0.30000E+00  0.87021457E-04 -0.10302217E-02  0.35098450E+01  0.24947745E-05 -0.29535065E-04  0.76512459E-01  0.43423181E-08 -0.51407712E-07  0.13317494E-03
  0.31000E+00  0.87018657E-04 -0.10301888E-02  0.35097740E+01  0.25778984E-05 -0.30519159E-04  0.79062103E-01  0.46365674E-08 -0.54891277E-07  0.14219985E-03
  0.32000E+00  0.87015765E-04 -0.10301549E-02  0.35097007E+01  0.26610189E-05 -0.31503212E-04  0.81611671E-01  0.49404558E-08 -0.58488960E-07  0.15152048E-03
  0.33000E+00  0.87012781E-04 -0.10301199E-02  0.35096251E+01  0.27441358E-05 -0.32487223E-04  0.84161161E-01  0.52539825E-08 -0.62200750E-07  0.16113680E-03
  0.34000E+00  0.87009706E-04 -0.10300838E-02  0.35095472E+01  0.28272490E-05 -0.33471192E-04  0.86710570E-01  0.55771466E-08 -0.66026638E-07  0.17104881E-03
  0.35000E+00  0.87006538E-04 -0.10300466E-02  0.35094669E+01  0.29103584E-05 -0.34455117E-04  0.89259896E-01  0.59099472E-08 -0.69966614E-07  0.18125647E-03
  0.36000E+00  0.87003280E-04 -0.10300083E-02  0.35093843E+01  0.29934639E-05 -0.35438996E-04  0.91809136E-01  0.62523836E-08 -0.74020667E-07  0.19175976E-03
  0.37000E+00  0.86999929E-04 -0.10299690E-02  0.35092994E+01  0.30765654E-05 -0.36422828E-04  0.94358288E-01  0.66044546E-08 -0.78188787E-07  0.20255868E-03
  0.38000E+00  0.86996486E-04 -0.10299286E-02  0.35092122E+01  0.31596627E-05 -0.37406613E-04  0.96907350E-01  0.69661594E-08 -0.82470964E-07  0.21365320E-03
  0.39000E+00  0.86992952E-04 -0.10298871E-02  0.35091226E+01  0.32427558E-05 -0.38390348E-04  0.99456318E-01  0.73374971E-08 -0.86867184E-07  0.22504329E-03
  0.40000E+00  0.86989326E-04 -0.10298445E-02  0.35090307E+01  0.33258446E-05 -0.39374033E-04  0.10200519E+00  0.77184666E-08 -0.91377438E-07  0.23672894E-03
  0.41000E+00  0.86985609E-04 -0.10298009E-02  0.35089365E+01  0.34089289E-05 -0.40357666E-04  0.10455397E+00  0.81090669E-08 -0.96001713E-07  0.24871012E-03
  0.42000E+00  0.86981800E-04 -0.10297561E-02  0.35088399E+01  0.34920086E-05 -0.41341245E-04  0.10710264E+00  0.85092969E-08 -0.10074000E-06  0.26098681E-03
  0.43000E+00  0.86977899E-04 -0.10297104E-02  0.35087411E+01  0.35750836E-05 -0.42324770E-04  0.10965121E+00  0.89191556E-08 -0.10559228E-06  0.27355898E-03
  0.44000E+00  0.86973906E-04 -0.10296635E-02  0.35086399E+01  0.36581538E-05 -0.43308240E-04  0.11219968E+00  0.93386419E-08 -0.11055854E-06  0.28642662E-03
  0.45000E+00  0.86969822E-04 -0.10296155E-02  0.35085364E+01  0.37412191E-05 -0.44291652E-04  0.11474804E+00  0.97677546E-08 -0.11563877E-06  0.29958970E-03
  0.46000E+00  0.86965646E-04 -0.10295665E-02  0.35084305E+01  0.38242793E-05 -0.45275006E-04  0.11729629E+00  0.10206493E-07 -0.12083297E-06  0.31304818E-03
  0.47000E+00  0.86961378E-04 -0.10295164E-02  0.35083224E+01  0.39073345E-05 -0.46258300E-04  0.11984443E+00  0.10654855E-07 -0.12614110E-06  0.32680206E-03
  0.48000E+00  0.86957019E-04 -0.10294652E-02  0.35082119E+01  0.39903844E-05 -0.47241534E-04  0.12239245E+00  0.11112840E-07 -0.13156317E-06  0.34085129E-03
  0.49000E+00  0.86952567E-04 -0.10294130E-02  0.35080991E+01  0.40734289E-05 -0.48224705E-04  0.12494035E+00  0.11580446E-07 -0.13709914E-06  0.35519585E-03
  0.50000E+00  0.86948025E-04 -0.10293596E-02  0.35079839E+01  0.41564679E-05 -0.49207813E-04  0.12748814E+00  0.12057674E-07 -0.14274902E-06  0.36983572E-03
  0.51000E+00  0.86943390E-04 -0.10293052E-02  0.35078665E+01  0.42395014E-05 -0.50190855E-04  0.13003580E+00  0.12544520E-07 -0.14851279E-06  0.38477087E-03
  0.52000E+00  0.86938664E-04 -0.10292497E-02  0.35077467E+01  0.43225292E-05 -0.51173832E-04  0.13258333E+00  0.13040984E-07 -0.15439043E-06  0.40000127E-03
  0.53000E+00  0.86933847E-04 -0.10291932E-02  0.35076246E+01  0.44055511E-05 -0.52156741E-04  0.13513074E+00  0.13547065E-07 -0.16038192E-06  0.41552688E-03
  0.54000E+00  0.86928937E-04 -0.10291355E-02  0.35075002E+01  0.44885672E-05 -0.53139582E-04  0.13767802E+00  0.14062760E-07 -0.16648725E-06  0.43134769E-03
  0.55000E+00  0.86923937E-04 -0.10290768E-02  0.35073734E+01  0.45715772E-05 -0.54122352E-04  0.14022517E+00  0.14588070E-07 -0.17270640E-06  0.44746365E-03
  0.56000E+00  0.86918844E-04 -0.10290170E-02  0.35072444E+01  0.46545811E-05 -0.55105051E-04  0.14277219E+00  0.15122992E-07 -0.17903936E-06  0.46387474E-03
  0.57000E+00  0.86913660E-04 -0.10289562E-02  0.35071130E+01  0.47375787E-05 -0.56087678E-04  0.14531906E+00  0.15667524E-07 -0.18548611E-06  0.48058093E-03
  0.58000E+00  0.86908384E-04 -0.10288943E-02  0.35069792E+01  0.48205700E-05 -0.57070230E-04  0.14786580E+00  0.16221667E-07 -0.19204664E-06  0.49758218E-03
  0.59000E+00  0.86903017E-04 -0.10288312E-02  0.35068432E+01  0.49035548E-05 -0.58052708E-04  0.15041240E+00  0.16785417E-07 -0.19872092E-06  0.51487847E-03
  0.60000E+00  0.86897558E-04 -0.10287672E-02  0.35067048E+01  0.49865330E-05 -0.59035109E-04  0.15295885E+00  0.17358773E-07 -0.20550893E-06  0.53246975E-03
  0.61000E+00  0.86892008E-04 -0.10287020E-02  0.35065642E+01  0.50695045E-05 -0.60017432E-04  0.15550515E+00  0.17941735E-07 -0.21241067E-06  0.55035600E-03
  0.62000E+00  0.86886366E-04 -0.10286358E-02  0.35064212E+01  0.51524692E-05 -0.60999676E-04  0.15805131E+00  0.18534300E-07 -0.21942611E-06  0.56853718E-03
  0.63000E+00  0.86880632E-04 -0.10285684E-02  0.35062758E+01  0.52354269E-05 -0.61981840E-04  0.16059731E+00  0.19136466E-07 -0.22655523E-06  0.58701325E-03
  0.64000E+00  0.86874807E-04 -0.10285001E-02  0.35061282E+01  0.53183777E-05 -0.62963922E-04  0.16314316E+00  0.19748233E-07 -0.23379802E-06  0.60578418E-03
  0.65000E+00  0.86868891E-04 -0.10284306E-02  0.35059782E+01  0.54013213E-05 -0.63945922E-04  0.16568885E+00  0.20369598E-07 -0.24115446E-06  0.62484994E-03
  0.66000E+00  0.86862882E-04 -0.10283601E-02  0.35058259E+01  0.54842576E-05 -0.64927836E-04  0.16823439E+00  0.21000560E-07 -0.24862452E-06  0.64421049E-03
  0.67000E+00  0.86856783E-04 -0.10282884E-02  0.35056713E+01  0.55671866E-05 -0.65909666E-04  0.17077976E+00  0.21641117E-07 -0.25620818E-06  0.66386579E-03
  0.68000E+00  0.86850592E-04 -0.10282158E-02  0.35055144E+01  0.56501081E-05 -0.66891408E-04  0.17332497E+00  0.22291267E-07 -0.26390544E-06  0.68381580E-03
  0.69000E+00  0.86844309E-04 -0.10281420E-02  0.35053551E+01  0.57330220E-05 -0.67873063E-04  0.17587001E+00  0.22951009E-07 -0.27171626E-06  0.70406048E-03
  0.70000E+00  0.86837935E-04 -0.10280672E-02  0.35051935E+01  0.58159282E-05 -0.68854628E-04  0.17841488E+00  0.23620341E-07 -0.27964062E-06  0.72459980E-03
  0.71000E+00  0.86831469E-04 -0.10279913E-02  0.35050296E+01  0.58988266E-05 -0.69836102E-04  0.18095959E+00  0.24299261E-07 -0.28767852E-06  0.74543372E-03
  0.72000E+00  0.86824912E-04 -0.10279143E-02  0.35048634E+01  0.59817171E-05 -0.70817485E-04  0.18350412E+00  0.24987767E-07 -0.29582991E-06  0.76656219E-03
  0.73000E+00  0.86818264E-04 -0.10278362E-02  0.35046949E+01  0.60645996E-05 -0.71798774E-04  0.18604847E+00  0.25685858E-07 -0.30409479E-06  0.78798518E-03
  0.74000E+00  0.86811524E-04 -0.10277571E-02  0.35045240E+01  0.61474739E-05 -0.72779968E-04  0.18859264E+00  0.26393531E-07 -0.31247312E-06  0.80970264E-03
  0.75000E+00  0.86804692E-04 -0.10276769E-02  0.35043509E+01  0.62303399E-05 -0.73761067E-04  0.19113664E+00  0.27110785E-07 -0.32096490E-06  0.83171454E-03
  0.76000E+00  0.86797770E-04 -0.10275956E-02  0.35041754E+01  0.63131976E-05 -0.74742068E-04  0.19368045E+00  0.27837617E-07 -0.32957009E-06  0.85402083E-03
  0.77000E+00  0.86790755E-04 -0.10275133E-02  0.35039976E+01  0.63960468E-05 -0.75722972E-04  0.19622407E+00  0.28574027E-07 -0.33828868E-06  0.87662146E-03
  0.78000E+00  0.86783650E-04 -0.10274298E-02  0.35038174E+01  0.64788874E-05 -0.76703775E-04  0.19876751E+00  0.29320011E-07 -0.34712063E-06  0.89951640E-03
  0.79000E+00  0.86776453E-04 -0.10273453E-02  0.35036350E+01  0.65617193E-05 -0.77684477E-04  0.20131076E+00  0.30075567E-07 -0.35606593E-06  0.92270560E-03
  0.80000E+00  0.86769164E-04 -0.10272598E-02  0.35034502E+01  0.66445424E-05 -0.78665077E-04  0.20385381E+00  0.30840695E-07 -0.36512456E-06  0.94618902E-03
  0.81000E+00  0.86761784E-04 -0.10271731E-02  0.35032631E+01  0.67273566E-05 -0.79645573E-04  0.20639666E+00  0.31615391E-07 -0.37429648E-06  0.96996660E-03
  0.82000E+00  0.86754313E-04 -0.10270854E-02  0.35030737E+01  0.68101618E-05 -0.80625965E-04  0.20893932E+00  0.32399654E-07 -0.38358169E-06  0.99403831E-03
  0.83000E+00  0.86746751E-04 -0.10269966E-02  0.35028820E+01  0.68929578E-05 -0.81606250E-04  0.21148178E+00  0.33193481E-07 -0.39298014E-06  0.10184041E-02
  0.84000E+00  0.86739097E-04 -0.10269068E-02  0.35026880E+01  0.69757445E-05 -0.82586428E-04  0.21402404E+00  0.33996870E-07 -0.40249182E-06  0.10430639E-02
  0.85000E+00  0.86731352E-04 -0.10268159E-02  0.35024916E+01  0.70585219E-05 -0.83566497E-04  0.21656609E+00  0.34809820E-07 -0.41211669E-06  0.10680177E-02
  0.86000E+00  0.86723516E-04 -0.10267239E-02  0.35022930E+01  0.71412898E-05 -0.84546456E-04  0.21910793E+00  0.35632328E-07 -0.42185475E-06  0.10932655E-02
  0.87000E+00  0.86715588E-04 -0.10266308E-02  0.35020920E+01  0.72240481E-05 -0.85526303E-04  0.22164956E+00  0.36464391E-07 -0.43170595E-06  0.11188071E-02
  0.88000E+00  0.86707569E-04 -0.10265366E-02  0.35018887E+01  0.73067967E-05 -0.86506038E-04  0.22419099E+00  0.37306008E-07 -0.44167028E-06  0.11446426E-02
  0.89000E+00  0.86699459E-04 -0.10264414E-02  0.35016831E+01  0.73895355E-05 -0.87485659E-04  0.22673219E+00  0.38157177E-07 -0.45174771E-06  0.11707719E-02
  0.90000E+00  0.86691257E-04 -0.10263451E-02  0.35014751E+01  0.74722644E-05 -0.88465165E-04  0.22927318E+00  0.39017894E-07 -0.46193821E-06  0.11971949E-02
  0.91000E+00  0.86682964E-04 -0.10262478E-02  0.35012649E+01  0.75549832E-05 -0.89444554E-04  0.23181395E+00  0.39888158E-07 -0.47224175E-06  0.12239116E-02
  0.92000E+00  0.86674580E-04 -0.10261493E-02  0.35010523E+01  0.76376919E-05 -0.90423825E-04  0.23435449E+00  0.40767967E-07 -0.48265831E-06  0.12509219E-02
  0.93000E+00  0.86666105E-04 -0.10260498E-02  0.35008374E+01  0.77203904E-05 -0.91402978E-04  0.23689481E+00  0.41657317E-07 -0.49318786E-06  0.12782258E-02
  0.94000E+00  0.86657539E-04 -0.10259493E-02  0.35006202E+01  0.78030785E-05 -0.92382010E-04  0.23943491E+00  0.42556207E-07 -0.50383037E-06  0.13058233E-02
  0.95000E+00  0.86648881E-04 -0.10258476E-02  0.35004007E+01  0.78857561E-05 -0.93360920E-04  0.24197477E+00  0.43464634E-07 -0.51458582E-06  0.13337142E-02
  0.96000E+00  0.86640133E-04 -0.10257449E-02  0.35001789E+01  0.79684231E-05 -0.94339707E-04  0.24451440E+00  0.44382596E-07 -0.52545417E-06  0.13618986E-02
  0.97000E+00  0.86631293E-04 -0.10256411E-02  0.34999548E+01  0.80510794E-05 -0.95318370E-04  0.24705380E+00  0.45310091E-07 -0.53643540E-06  0.13903763E-02
  0.98000E+00  0.86622362E-04 -0.10255363E-02  0.34997283E+01  0.81337249E-05 -0.96296908E-04  0.24959296E+00  0.46247115E-07 -0.54752948E-06  0.14191474E-02
  0.99000E+00  0.86613339E-04 -0.10254303E-02  0.34994995E+01  0.82163595E-05 -0.97275319E-04  0.25213188E+00  0.47193666E-07 -0.55873637E-06  0.14482117E-02
  0.10000E+01  0.86604226E-04 -0.10253233E-02  0.34992685E+01  0.82989831E-05 -0.98253602E-04  0.25467056E+00  0.48149742E-07 -0.57005606E-06  0.14775692E-02
  0.10100E+01  0.86595022E-04 -0.10252153E-02  0.34990351E+01  0.83815955E-05 -0.99231755E-04  0.25720900E+00  0.49115340E-07 -0.58148850E-06  0.15072199E-02
  0.10200E+01  0.86585726E-04 -0.10251061E-02  0.34987994E+01  0.84641966E-05 -0.10020978E-03  0.25974718E+00  0.50090458E-07 -0.59303368E-06  0.15371637E-02
  0.10300E+01  0.86576340E-04 -0.10249959E-02  0.34985613E+01  0.85467864E-05 -0.10118767E-03  0.26228512E+00  0.51075093E-07 -0.60469155E-06  0.15674005E-02
  0.10400E+01  0.86566862E-04 -0.10248847E-02  0.34983210E+01  0.86293648E-05 -0.10216543E-03  0.26482281E+00  0.52069242E-07 -0.61646209E-06  0.15979303E-02
  0.10500E+01  0.86557293E-04 -0.10247723E-02  0.34980784E+01  0.87119315E-05 -0.10314305E-03  0.26736025E+00  0.53072902E-07 -0.62834527E-06  0.16287530E-02
  0.10600E+01  0.86547634E-04 -0.10246589E-02  0.34978334E+01  0.87944866E-05 -0.10412054E-03  0.26989742E+00  0.54086072E-07 -0.64034105E-06  0.16598685E-02
  0.10700E+01  0.86537883E-04 -0.10245444E-02  0.34975862E+01  0.88770298E-05 -0.10509789E-03  0.27243434E+00  0.55108748E-07 -0.65244941E-06  0.16912769E-02
  0.10800E+01  0.86528041E-04 -0.10244289E-02  0.34973366E+01  0.89595611E-05 -0.10607510E-03  0.27497100E+00  0.56140927E-07 -0.66467031E-06  0.17229780E-02
  0.10900E+01  0.86518108E-04 -0.10243123E-02  0.34970847E+01  0.90420804E-05 -0.10705217E-03  0.27750740E+00  0.57182607E-07 -0.67700372E-06  0.17549718E-02
  0.11000E+01  0.86508085E-04 -0.10241946E-02  0.34968305E+01  0.91245876E-05 -0.10802910E-03  0.28004352E+00  0.58233785E-07 -0.68944961E-06  0.17872582E-02
  0.11100E+01  0.86497970E-04 -0.10240758E-02  0.34965740E+01  0.92070825E-05 -0.10900589E-03  0.28257938E+00  0.59294458E-07 -0.70200795E-06  0.18198372E-02
  0.11200E+01  0.86487765E-04 -0.10239560E-02  0.34963152E+01  0.92895651E-05 -0.10998253E-03  0.28511497E+00  0.60364623E-07 -0.71467869E-06  0.18527087E-02
  0.11300E+01  0.86477468E-04 -0.10238351E-02  0.34960541E+01  0.93720352E-05 -0.11095904E-03  0.28765029E+00  0.61444277E-07 -0.72746182E-06  0.18858726E-02
  0.11400E+01  0.86467081E-04 -0.10237132E-02  0.34957906E+01  0.94544927E-05 -0.11193539E-03  0.29018533E+00  0.62533418E-07 -0.74035728E-06  0.19193288E-02
  0.11500E+01  0.86456602E-04 -0.10235901E-02  0.34955249E+01  0.95369375E-05 -0.11291160E-03  0.29272009E+00  0.63632042E-07 -0.75336506E-06  0.19530774E-02
  0.11600E+01  0.86446033E-04 -0.10234661E-02  0.34952568E+01  0.96193695E-05 -0.11388766E-03  0.29525457E+00  0.64740147E-07 -0.76648512E-06  0.19871182E-02
  0.11700E+01  0.86435373E-04 -0.10233409E-02  0.34949865E+01  0.97017886E-05 -0.11486356E-03  0.29778877E+00  0.65857730E-07 -0.77971742E-06  0.20214512E-02
  0.11800E+01  0.86424623E-04 -0.10232147E-02  0.34947138E+01  0.97841947E-05 -0.11583932E-03  0.30032268E+00  0.66984787E-07 -0.79306192E-06  0.20560763E-02
  0.11900E+01  0.86413781E-04 -0.10230874E-02  0.34944388E+01  0.98665877E-05 -0.11681493E-03  0.30285630E+00  0.68121316E-07 -0.80651860E-06  0.20909934E-02
  0.12000E+01  0.86402848E-04 -0.10229590E-02  0.34941616E+01  0.99489674E-05 -0.11779038E-03  0.30538964E+00  0.69267313E-07 -0.82008741E-06  0.21262025E-02
  0.12100E+01  0.86391825E-04 -0.10228296E-02  0.34938820E+01  0.10031334E-04 -0.11876567E-03  0.30792268E+00  0.70422775E-07 -0.83376832E-06  0.21617035E-02
  0.12200E+01  0.86380711E-04 -0.10226991E-02  0.34936001E+01  0.10113687E-04 -0.11974081E-03  0.31045543E+00  0.71587700E-07 -0.84756130E-06  0.21974964E-02
  0.12300E+01  0.86369507E-04 -0.10225676E-02  0.34933159E+01  0.10196026E-04 -0.12071579E-03  0.31298788E+00  0.72762084E-07 -0.86146630E-06  0.22335810E-02
  0.12400E+01  0.86358211E-04 -0.10224349E-02  0.34930294E+01  0.10278352E-04 -0.12169062E-03  0.31552002E+00  0.73945924E-07 -0.87548330E-06  0.22699574E-02
  0.12500E+01  0.86346825E-04 -0.10223013E-02  0.34927406E+01  0.10360663E-04 -0.12266528E-03  0.31805187E+00  0.75139217E-07 -0.88961225E-06  0.23066253E-02
  0.12600E+01  0.86335348E-04 -0.10221665E-02  0.34924495E+01  0.10442961E-04 -0.12363978E-03  0.32058341E+00  0.76341960E-07 -0.90385312E-06  0.23435848E-02
  0.12700E+01  0.86323780E-04 -0.10220307E-02  0.34921560E+01  0.10525245E-04 -0.12461412E-03  0.32311465E+00  0.77554149E-07 -0.91820587E-06  0.23808358E-02
  0.12800E+01  0.86312122E-04 -0.10218938E-02  0.34918603E+01  0.10607515E-04 -0.12558829E-03  0.32564557E+00  0.78775781E-07 -0.93267046E-06  0.24183783E-02
  0.12900E+01  0.86300373E-04 -0.10217559E-02  0.34915623E+01  0.10689771E-04 -0.12656230E-03  0.32817618E+00  0.80006853E-07 -0.94724685E-06  0.24562120E-02
  0.13000E+01  0.86288534E-04 -0.10216169E-02  0.34912620E+01  0.10772012E-04 -0.12753615E-03  0.33070648E+00  0.81247362E-07 -0.96193501E-06  0.24943371E-02
  0.13100E+01  0.86276604E-04 -0.10214768E-02  0.34909593E+01  0.10854239E-04 -0.12850982E-03  0.33323646E+00  0.82497303E-07 -0.97673490E-06  0.25327533E-02
  0.13200E+01  0.86264583E-04 -0.10213357E-02  0.34906544E+01  0.10936451E-04 -0.12948333E-03  0.33576612E+00  0.83756675E-07 -0.99164647E-06  0.25714607E-02
  0.13300E+01  0.86252472E-04 -0.10211935E-02  0.34903472E+01  0.11018649E-04 -0.13045666E-03  0.33829546E+00  0.85025473E-07 -0.10066697E-05  0.26104592E-02
  0.13400E+01  0.86240270E-04 -0.10210502E-02  0.34900376E+01  0.11100831E-04 -0.13142983E-03  0.34082448E+00  0.86303694E-07 -0.10218045E-05  0.26497486E-02
  0.13500E+01  0.86227978E-04 -0.10209059E-02  0.34897258E+01  0.11182999E-04 -0.13240282E-03  0.34335317E+00  0.87591335E-07 -0.10370509E-05  0.26893289E-02
  0.13600E+01  0.86215595E-04 -0.10207605E-02  0.34894116E+01  0.11265152E-04 -0.13337563E-03  0.34588153E+00  0.88888392E-07 -0.10524089E-05  0.27292000E-02
  0.13700E+01  0.86203122E-04 -0.10206140E-02  0.34890952E+01  0.11347290E-04 -0.13434828E-03  0.34840956E+00  0.90194862E-07 -0.10678783E-05  0.27693619E-02
  0.13800E+01  0.86190558E-04 -0.10204665E-02  0.34887764E+01  0.11429412E-04 -0.13532074E-03  0.35093725E+00  0.91510741E-07 -0.10834591E-05  0.28098145E-02
  0.13900E+01  0.86177904E-04 -0.10203180E-02  0.34884554E+01  0.11511519E-04 -0.13629303E-03  0.35346461E+00  0.92836025E-07 -0.10991514E-05  0.28505576E-02
  0.14000E+01  0.86165159E-04 -0.10201683E-02  0.34881320E+01  0.11593611E-04 -0.13726513E-03  0.35599163E+00  0.94170712E-07 -0.11149550E-05  0.28915913E-02
  0.14100E+01  0.86152324E-04 -0.10200176E-02  0.34878064E+01  0.11675687E-04 -0.13823706E-03  0.35851831E+00  0.95514797E-07 -0.11308700E-05  0.29329154E-02
  0.14200E+01  0.86139399E-04 -0.10198659E-02  0.34874785E+01  0.11757748E-04 -0.13920880E-03  0.36104465E+00  0.96868277E-07 -0.11468962E-05  0.29745299E-02
  0.14300E+01  0.86126383E-04 -0.10197130E-02  0.34871482E+01  0.11839793E-04 -0.14018036E-03  0.36357064E+00  0.98231149E-07 -0.11630337E-05  0.30164347E-02
  0.14400E+01  0.86113277E-04 -0.10195592E-02  0.34868157E+01  0.11921822E-04 -0.14115174E-03  0.36609628E+00  0.99603408E-07 -0.11792824E-05  0.30586296E-02
  0.14500E+01  0.86100080E-04 -0.10194042E-02  0.34864808E+01  0.12003834E-04 -0.14212293E-03  0.36862157E+00  0.10098505E-06 -0.11956422E-05  0.31011147E-02
  0.14600E+01  0.86086794E-04 -0.10192482E-02  0.34861437E+01  0.12085831E-04 -0.14309393E-03  0.37114650E+00  0.10237607E-06 -0.12121132E-05  0.31438898E-02
  0.14700E+01  0.86073417E-04 -0.10190911E-02  0.34858043E+01  0.12167812E-04 -0.14406475E-03  0.37367109E+00  0.10377647E-06 -0.12286952E-05  0.31869549E-02
  0.14800E+01  0.86059949E-04 -0.10189330E-02  0.34854625E+01  0.12249776E-04 -0.14503538E-03  0.37619531E+00  0.10518624E-06 -0.12453882E-05  0.32303098E-02
